area,product_id,quantity,hour,day_of_week
South,149774,2,3,Wednesday
South,966126,1,3,Wednesday
Central,602517,4,5,Monday
Central,236141,4,5,Monday
East,228776,4,12,Thursday
East,874812,2,12,Thursday
West,896270,1,0,Sunday
West,149774,1,0,Sunday
West,621298,2,6,Tuesday
West,177733,1,6,Tuesday
West,874812,3,6,Tuesday
Central,989365,1,4,Monday
Central,700732,1,4,Monday
East,738390,2,14,Monday
East,489295,1,14,Monday
South,712158,4,20,Monday
Central,134761,1,9,Saturday
Central,236141,2,9,Saturday
Central,874812,1,9,Saturday
South,240196,2,9,Friday
South,734159,1,9,Friday
South,990634,2,9,Friday
East,453516,1,22,Saturday
East,474362,4,22,Saturday
North,712158,5,15,Sunday
North,435530,2,15,Sunday
North,123191,4,22,Sunday
Central,436470,1,9,Friday
Central,855119,4,9,Friday
Central,616207,3,9,Friday
Central,315487,2,11,Saturday
Central,995677,1,11,Saturday
Central,713622,5,11,Saturday
Central,463028,2,15,Sunday
Central,120672,1,15,Sunday
Central,272383,1,15,Sunday
North,394174,2,8,Saturday
North,664634,3,8,Saturday
North,136788,1,8,Saturday
East,152243,2,20,Monday
East,289459,2,20,Monday
South,874812,1,12,Tuesday
South,981997,3,12,Tuesday
South,811207,1,0,Saturday
South,204220,2,0,Saturday
South,926868,4,0,Saturday
West,143527,2,6,Thursday
North,167392,3,6,Monday
North,167392,2,6,Monday
North,437577,1,6,Monday
North,657579,2,18,Saturday
North,634777,1,18,Saturday
North,855119,4,18,Saturday
Central,203454,2,0,Sunday
Central,700732,2,0,Sunday
East,204220,5,21,Tuesday
East,932387,3,21,Tuesday
East,758294,2,21,Tuesday
North,613608,2,0,Monday
Central,103736,2,14,Monday
Central,716660,1,14,Monday
Central,283803,3,3,Tuesday
East,134848,2,6,Thursday
East,149774,2,6,Thursday
East,632686,2,6,Thursday
West,240196,1,17,Thursday
West,409067,1,17,Thursday
West,318514,1,17,Thursday
South,727865,1,9,Friday
South,582219,5,9,Friday
South,973291,1,23,Monday
South,714157,2,23,Monday
East,758294,2,14,Sunday
East,351367,4,14,Sunday
North,447726,2,20,Wednesday
East,582936,1,20,Sunday
East,780063,1,20,Sunday
East,564853,2,20,Sunday
South,263679,3,8,Saturday
South,846554,1,8,Saturday
South,291116,2,8,Saturday
Central,635769,3,13,Saturday
Central,409067,3,13,Saturday
Central,556364,1,13,Saturday
South,357966,1,10,Saturday
South,511087,4,10,Saturday
West,391708,3,13,Thursday
West,327418,3,13,Thursday
Central,143527,2,17,Monday
South,932387,2,3,Sunday
Central,293073,2,9,Friday
Central,327418,2,9,Friday
South,297266,4,3,Saturday
South,144818,2,3,Saturday
South,283621,3,3,Saturday
North,474362,2,2,Monday
North,599381,1,2,Monday
North,370119,3,2,Monday
South,788175,3,21,Tuesday
Central,904976,2,10,Sunday
Central,632686,1,10,Sunday
Central,905146,1,10,Sunday
West,616207,3,23,Friday
West,528608,1,23,Friday
West,467525,2,23,Friday
Central,758294,4,16,Sunday
East,436470,1,12,Saturday
East,257146,4,12,Saturday
East,134761,3,12,Saturday
West,529557,2,22,Thursday
West,436470,5,22,Thursday
West,599381,2,22,Thursday
Central,657579,3,12,Saturday
Central,616207,3,12,Saturday
Central,716660,2,12,Saturday
North,467894,2,21,Monday
North,177733,1,21,Monday
North,844672,1,21,Monday
North,314921,1,23,Monday
North,240196,2,23,Monday
South,966126,3,0,Tuesday
South,149774,2,0,Tuesday
South,136788,1,20,Friday
South,905146,2,20,Friday
South,404100,1,22,Sunday
South,314921,2,22,Sunday
South,858357,1,22,Sunday
East,616207,3,16,Wednesday
East,811207,2,16,Wednesday
Central,254410,3,20,Tuesday
Central,314921,2,20,Tuesday
Central,559463,3,20,Tuesday
Central,656573,5,20,Sunday
Central,226632,3,20,Sunday
East,932952,2,7,Wednesday
Central,714157,1,13,Tuesday
Central,436470,2,13,Tuesday
East,905146,5,10,Thursday
West,932952,3,15,Wednesday
West,467894,2,15,Wednesday
West,550857,3,15,Wednesday
West,254410,2,7,Thursday
West,713451,1,7,Thursday
East,158033,3,14,Friday
East,327670,2,14,Friday
East,874326,1,14,Friday
East,712158,2,4,Thursday
East,712158,1,4,Thursday
East,621298,1,4,Thursday
East,143527,3,16,Tuesday
Central,885901,2,7,Wednesday
Central,621298,1,7,Wednesday
North,917641,1,22,Tuesday
North,874326,2,22,Tuesday
North,226632,1,22,Tuesday
West,782729,2,1,Sunday
West,734159,1,1,Sunday
Central,424718,3,4,Saturday
South,404100,3,15,Tuesday
South,647654,1,15,Tuesday
South,447288,1,15,Tuesday
West,167392,2,10,Saturday
South,513418,1,18,Tuesday
South,417009,4,18,Tuesday
South,394868,4,18,Tuesday
West,981997,3,14,Saturday
West,367952,1,14,Saturday
North,489295,1,3,Tuesday
North,379582,1,3,Tuesday
South,263679,1,12,Monday
North,830396,1,13,Monday
North,435530,1,13,Monday
West,257146,1,22,Friday
West,379582,3,22,Friday
North,695926,2,20,Sunday
North,741835,1,20,Sunday
South,876627,1,5,Wednesday
South,556364,1,5,Wednesday
South,758294,3,20,Monday
South,932387,3,20,Monday
Central,575961,3,3,Friday
South,513418,5,0,Saturday
South,932387,1,22,Friday
South,190530,2,22,Friday
South,844672,2,22,Friday
Central,431976,1,19,Wednesday
Central,990634,2,19,Wednesday
East,529557,5,0,Thursday
East,713451,2,0,Thursday
East,179932,3,0,Thursday
East,713451,1,5,Sunday
East,855760,3,5,Sunday
East,874326,4,5,Sunday
East,580730,3,21,Thursday
Central,127005,2,9,Monday
Central,858212,1,8,Monday
Central,599381,5,20,Friday
Central,523098,1,20,Friday
Central,327670,1,20,Friday
South,647654,1,8,Thursday
South,634777,1,8,Thursday
Central,202715,1,21,Wednesday
East,167392,4,11,Friday
East,582936,2,11,Friday
Central,780063,3,13,Saturday
West,115684,4,23,Friday
West,474362,3,6,Friday
West,713622,2,6,Friday
East,989365,1,21,Thursday
East,799380,1,21,Thursday
East,240196,4,21,Thursday
South,989365,2,2,Tuesday
South,885901,1,2,Tuesday
Central,179932,1,16,Tuesday
East,559463,2,14,Wednesday
East,995677,1,14,Wednesday
West,176656,4,4,Tuesday
West,134761,1,4,Tuesday
East,564853,1,16,Saturday
East,447288,2,16,Monday
East,797959,1,16,Monday
South,740474,1,8,Monday
South,130969,1,8,Monday
South,529557,1,8,Monday
South,625107,3,4,Thursday
South,435530,4,4,Thursday
Central,136788,3,1,Wednesday
Central,644730,2,1,Wednesday
Central,858212,1,1,Wednesday
South,713622,2,8,Tuesday
Central,788175,1,7,Wednesday
East,596545,4,14,Monday
North,257146,3,0,Saturday
North,127005,1,0,Saturday
North,826219,2,21,Friday
North,160732,3,21,Friday
North,190530,3,21,Friday
West,656573,2,22,Sunday
West,559463,1,22,Sunday
East,108796,4,17,Saturday
East,589456,1,17,Saturday
East,716660,1,17,Saturday
East,564853,1,10,Tuesday
East,467525,5,10,Tuesday
South,966126,2,18,Monday
Central,310436,1,4,Tuesday
Central,995677,5,4,Tuesday
North,734159,1,15,Friday
North,844672,1,15,Friday
South,451956,5,10,Friday
South,293073,1,10,Friday
South,582936,4,10,Friday
South,559463,1,1,Thursday
South,143527,1,1,Thursday
North,885901,3,14,Friday
East,523098,4,12,Thursday
North,136788,5,18,Monday
North,134761,4,18,Monday
North,431976,2,18,Monday
East,591797,1,3,Wednesday
East,314921,1,3,Wednesday
East,177733,3,3,Wednesday
North,995677,1,14,Monday
North,957598,3,14,Monday
West,529557,3,8,Sunday
West,453516,1,8,Sunday
West,134848,1,8,Sunday
North,166402,2,22,Monday
North,134761,2,22,Monday
South,417528,1,23,Tuesday
West,480254,3,0,Saturday
West,167392,1,0,Saturday
West,463028,3,0,Saturday
East,799380,2,22,Sunday
East,318514,1,22,Sunday
North,593117,1,4,Friday
North,327670,2,4,Friday
North,682453,1,4,Friday
East,826219,4,12,Monday
East,447726,1,12,Monday
East,131542,1,12,Monday
North,120672,2,9,Tuesday
North,280162,1,9,Tuesday
South,580730,2,9,Wednesday
South,700732,3,9,Wednesday
South,149774,3,1,Saturday
South,714157,2,1,Saturday
South,695926,1,1,Saturday
West,874812,1,7,Sunday
North,695926,2,13,Friday
West,989365,4,8,Thursday
West,782729,1,7,Wednesday
North,826219,1,20,Wednesday
North,917641,4,20,Wednesday
East,741835,1,5,Friday
East,228776,2,5,Friday
East,463028,4,6,Saturday
East,740474,2,6,Saturday
West,240196,3,23,Wednesday
West,826219,2,23,Wednesday
West,457848,2,23,Wednesday
East,451956,5,18,Friday
East,734159,2,18,Friday
West,202715,1,14,Saturday
South,424718,3,16,Sunday
South,667650,2,16,Sunday
South,664634,2,0,Wednesday
East,176656,1,11,Wednesday
Central,511087,5,6,Sunday
Central,528608,2,6,Sunday
Central,453516,2,11,Sunday
Central,542696,2,11,Sunday
Central,587281,2,11,Sunday
North,379582,1,9,Saturday
North,855119,1,9,Saturday
Central,700732,1,19,Wednesday
South,647421,1,23,Wednesday
South,283621,3,23,Wednesday
South,766294,5,23,Wednesday
South,682453,1,19,Sunday
Central,474362,2,3,Wednesday
North,966126,1,16,Saturday
North,529557,1,16,Saturday
Central,644730,3,10,Monday
Central,467894,2,10,Monday
South,177733,2,10,Friday
Central,926868,1,2,Saturday
West,599381,2,6,Sunday
West,511087,2,6,Sunday
West,641411,3,6,Sunday
West,226632,1,17,Saturday
West,647654,1,17,Saturday
West,635769,5,17,Saturday
South,327670,2,11,Friday
East,201111,2,14,Friday
East,190530,5,14,Friday
East,447288,2,14,Friday
Central,451956,1,12,Tuesday
Central,357966,2,12,Tuesday
Central,846554,2,12,Tuesday
South,319527,2,7,Thursday
South,458263,1,7,Thursday
North,314921,5,13,Wednesday
North,129553,2,13,Wednesday
West,844672,1,17,Tuesday
West,987911,2,17,Tuesday
West,740474,3,17,Tuesday
East,315487,1,8,Friday
East,682453,1,8,Friday
East,357966,1,8,Friday
North,211520,2,16,Friday
North,115348,1,16,Friday
North,328679,4,16,Friday
North,589456,5,15,Wednesday
East,327418,1,19,Thursday
East,830396,4,19,Thursday
East,103736,1,19,Thursday
East,152243,3,1,Wednesday
East,782729,1,12,Saturday
East,855119,3,12,Saturday
West,734159,1,9,Friday
West,211520,1,9,Friday
West,799380,1,13,Saturday
Central,122121,4,5,Thursday
Central,811207,1,5,Thursday
Central,179932,1,5,Thursday
West,987911,1,21,Thursday
West,657152,1,21,Thursday
West,845820,4,21,Thursday
East,451956,2,7,Tuesday
Central,896270,4,20,Friday
Central,667650,1,20,Friday
South,601115,1,3,Sunday
South,593117,4,3,Sunday
East,272383,2,0,Tuesday
East,601115,2,0,Tuesday
West,874812,1,13,Thursday
Central,966126,2,21,Monday
Central,644730,1,21,Monday
Central,480254,1,21,Monday
East,447726,1,19,Friday
East,108796,1,19,Friday
East,981997,1,19,Friday
East,932387,1,7,Tuesday
East,656573,4,7,Tuesday
East,315487,3,18,Saturday
East,917641,4,18,Saturday
West,310436,2,21,Monday
East,957598,1,14,Wednesday
East,550857,2,14,Wednesday
East,734159,3,14,Wednesday
North,458263,2,22,Friday
North,134761,4,22,Friday
North,876627,3,19,Wednesday
North,436470,2,19,Wednesday
North,665639,1,21,Thursday
Central,134848,2,22,Sunday
Central,293073,1,22,Sunday
South,657579,3,3,Tuesday
South,203454,2,3,Tuesday
South,129553,1,13,Friday
South,190530,1,13,Friday
South,990634,1,13,Friday
West,424718,1,12,Saturday
Central,635769,2,4,Wednesday
Central,784425,2,4,Wednesday
Central,664634,1,4,Wednesday
North,293073,4,20,Saturday
North,667650,1,20,Saturday
North,641411,3,20,Saturday
West,826219,2,9,Wednesday
West,784425,2,9,Wednesday
West,932952,1,9,Wednesday
Central,845820,2,4,Friday
Central,511087,4,4,Friday
Central,932387,1,18,Sunday
Central,788175,1,18,Sunday
Central,523098,1,18,Sunday
West,447726,1,1,Saturday
West,177733,1,15,Saturday
East,244547,1,12,Monday
East,641411,4,12,Monday
East,211520,1,12,Monday
South,741835,1,19,Tuesday
South,367952,2,19,Tuesday
Central,588836,4,8,Monday
Central,905146,4,8,Monday
Central,656573,4,8,Monday
West,613608,1,15,Saturday
West,784362,3,15,Saturday
West,458263,4,15,Saturday
North,700732,1,10,Sunday
North,858212,2,10,Sunday
East,589456,1,8,Tuesday
East,457848,4,8,Tuesday
East,293073,1,8,Tuesday
East,635769,2,5,Friday
Central,727865,1,4,Thursday
Central,855760,1,8,Tuesday
Central,712158,1,19,Monday
Central,738390,2,21,Tuesday
Central,314921,1,21,Tuesday
South,453516,3,9,Wednesday
West,179932,2,22,Tuesday
West,647421,1,22,Tuesday
Central,564853,3,1,Sunday
Central,644730,5,1,Sunday
Central,844672,3,1,Sunday
South,263679,3,14,Sunday
South,741835,2,14,Sunday
East,152243,1,15,Tuesday
East,291116,2,15,Tuesday
East,315187,2,15,Tuesday
Central,891289,1,10,Thursday
Central,912354,2,10,Thursday
West,155861,2,19,Saturday
West,556364,1,19,Saturday
West,179932,1,8,Wednesday
West,855119,1,16,Friday
West,179507,1,16,Friday
Central,323016,1,3,Friday
Central,542696,2,8,Tuesday
Central,263679,4,8,Tuesday
Central,987911,1,5,Monday
Central,131542,2,17,Wednesday
Central,995677,1,17,Wednesday
Central,700732,3,17,Wednesday
North,932952,4,14,Monday
North,564853,1,14,Monday
North,589456,4,14,Monday
Central,758294,2,12,Saturday
Central,591797,3,12,Saturday
Central,179507,1,12,Saturday
West,635769,1,23,Monday
West,103736,2,23,Monday
West,447288,1,23,Monday
Central,120672,1,14,Thursday
Central,122121,4,14,Thursday
Central,758294,2,14,Thursday
East,740474,2,5,Wednesday
East,734159,1,5,Thursday
East,912354,2,5,Thursday
South,177733,3,2,Wednesday
North,599381,2,5,Friday
North,263679,1,5,Friday
East,716660,3,7,Thursday
East,682453,1,7,Thursday
West,424718,4,6,Monday
West,149774,2,6,Monday
North,391708,2,6,Tuesday
North,289459,1,6,Tuesday
East,190530,1,22,Sunday
East,667650,4,22,Sunday
East,149774,4,11,Friday
East,647654,2,11,Friday
West,103736,1,20,Monday
West,989365,1,20,Monday
West,572994,2,20,Monday
North,489295,1,6,Friday
North,136788,1,6,Friday
North,966126,1,6,Friday
West,202715,1,19,Friday
North,367952,3,16,Wednesday
North,858357,1,16,Wednesday
North,280162,4,16,Wednesday
East,582219,2,13,Friday
East,844672,1,13,Friday
East,811207,4,13,Friday
West,641411,1,4,Thursday
North,727865,1,18,Thursday
Central,130198,3,11,Sunday
East,283803,2,9,Tuesday
East,582936,1,9,Tuesday
East,543513,2,12,Sunday
East,474362,4,12,Sunday
East,599381,3,12,Sunday
West,314921,2,4,Sunday
South,394868,2,18,Friday
South,973291,1,18,Friday
South,713622,1,16,Monday
South,511087,1,16,Monday
South,283803,4,16,Monday
Central,370119,4,17,Wednesday
North,741835,4,9,Wednesday
North,616207,1,9,Wednesday
North,417009,2,9,Wednesday
Central,474362,2,17,Tuesday
North,695926,1,21,Saturday
North,244547,2,21,Saturday
North,970718,3,21,Saturday
North,152243,4,7,Tuesday
North,379582,1,7,Tuesday
North,263679,1,7,Tuesday
Central,394174,1,1,Thursday
Central,176656,1,1,Thursday
West,665639,1,10,Sunday
West,734159,1,22,Tuesday
West,236141,2,22,Tuesday
East,513418,1,21,Saturday
East,587281,2,21,Saturday
East,904976,4,21,Saturday
West,263679,2,23,Monday
West,647654,3,23,Monday
West,136788,1,23,Monday
East,647654,1,10,Friday
Central,990634,2,17,Wednesday
Central,593117,4,17,Wednesday
East,564853,1,17,Saturday
East,451956,1,17,Saturday
East,885901,5,17,Saturday
East,122121,3,11,Wednesday
North,513418,1,17,Tuesday
North,120672,4,2,Sunday
North,811207,1,20,Saturday
North,131542,2,20,Saturday
North,799380,2,8,Tuesday
North,367952,1,8,Tuesday
East,367952,1,0,Thursday
East,601115,3,0,Thursday
South,447726,1,21,Sunday
West,331204,1,10,Thursday
West,409067,5,10,Thursday
West,435530,1,10,Thursday
East,457848,4,4,Sunday
North,160732,5,17,Tuesday
North,602517,1,17,Tuesday
North,480254,2,17,Tuesday
East,782729,1,16,Sunday
East,700732,1,16,Sunday
East,314921,3,16,Sunday
North,821570,4,4,Saturday
North,458363,2,4,Saturday
East,158033,1,16,Thursday
East,797959,1,16,Thursday
East,204220,1,16,Thursday
East,932952,1,6,Sunday
East,289459,3,6,Sunday
North,327418,1,10,Sunday
North,712158,3,10,Sunday
North,973291,2,10,Sunday
South,973291,2,0,Saturday
South,763628,1,0,Saturday
South,437577,3,0,Saturday
Central,272383,5,14,Friday
Central,417528,2,14,Friday
North,323016,1,23,Friday
North,766294,1,23,Friday
North,437577,2,23,Friday
East,667650,3,15,Friday
West,564853,1,17,Sunday
West,458363,2,6,Thursday
West,580730,2,6,Thursday
South,291116,2,12,Monday
North,542696,4,15,Thursday
North,240196,1,15,Thursday
East,713451,3,21,Thursday
East,179932,2,21,Thursday
Central,973291,3,13,Saturday
Central,447288,1,13,Saturday
West,370119,3,19,Friday
West,575961,2,19,Friday
West,760381,1,3,Friday
West,370119,2,3,Friday
South,226632,1,5,Monday
Central,740474,1,14,Friday
Central,621298,1,14,Friday
Central,740474,1,14,Friday
East,582936,2,3,Friday
East,634777,4,3,Friday
East,523098,2,18,Sunday
East,665639,3,18,Sunday
East,826219,2,18,Sunday
East,784425,1,22,Saturday
South,643168,1,23,Sunday
South,593117,4,23,Sunday
North,131542,2,8,Sunday
East,160732,1,5,Tuesday
East,201111,1,5,Tuesday
East,596545,3,5,Tuesday
South,716660,2,9,Tuesday
South,447726,3,9,Tuesday
East,310436,1,4,Saturday
East,134761,3,4,Saturday
East,280162,2,4,Saturday
Central,201111,4,21,Monday
Central,740474,3,21,Monday
West,713622,2,9,Tuesday
West,523098,1,9,Tuesday
North,990634,4,10,Tuesday
North,981997,4,10,Tuesday
North,176656,3,10,Tuesday
South,447288,2,13,Sunday
South,734159,1,11,Saturday
West,130969,3,20,Saturday
West,240196,2,20,Saturday
West,714157,5,20,Saturday
West,474362,2,2,Friday
North,845820,2,22,Sunday
North,989365,1,22,Sunday
North,874326,1,17,Sunday
Central,780063,2,12,Sunday
Central,874812,4,12,Sunday
Central,763628,2,8,Sunday
North,314921,4,10,Thursday
North,417528,1,10,Thursday
West,115348,1,20,Monday
East,158033,1,4,Friday
East,167392,1,4,Friday
South,559463,1,7,Saturday
South,529557,4,7,Saturday
East,599381,1,16,Wednesday
East,564853,1,16,Wednesday
Central,575961,1,16,Monday
Central,784362,5,16,Monday
Central,291116,2,16,Monday
South,644730,4,4,Monday
West,891289,3,17,Tuesday
West,458263,2,17,Tuesday
West,379582,2,17,Tuesday
West,447726,2,18,Thursday
West,550857,2,5,Sunday
West,130969,1,5,Sunday
West,858357,2,5,Sunday
East,634777,4,15,Wednesday
East,763628,2,4,Sunday
East,763628,1,4,Sunday
East,417009,5,12,Sunday
East,572994,2,12,Sunday
East,283803,1,12,Sunday
South,177733,2,15,Tuesday
West,467525,3,13,Wednesday
West,596545,2,13,Wednesday
East,858357,3,18,Wednesday
East,932952,2,18,Wednesday
Central,160732,5,9,Monday
Central,734159,3,9,Monday
Central,621860,1,9,Monday
Central,858357,1,18,Monday
Central,417009,2,18,Monday
North,130198,1,5,Friday
East,601115,4,7,Tuesday
East,526783,1,7,Tuesday
East,179932,2,7,Tuesday
West,891289,2,1,Saturday
West,394174,1,1,Saturday
West,134761,1,1,Saturday
North,634777,1,18,Saturday
North,528608,2,18,Saturday
North,713451,3,15,Tuesday
East,591797,4,22,Wednesday
Central,846554,3,19,Tuesday
Central,467525,2,19,Tuesday
Central,458263,1,19,Tuesday
Central,293073,2,23,Wednesday
Central,647654,5,23,Wednesday
Central,404100,1,23,Wednesday
South,784362,4,19,Sunday
South,453516,2,19,Sunday
South,204220,3,19,Sunday
South,152243,1,8,Thursday
South,474362,2,8,Thursday
North,127005,3,0,Friday
North,283803,2,0,Friday
North,643168,5,0,Friday
West,587281,2,8,Monday
West,665639,3,8,Monday
West,905146,4,8,Monday
Central,280162,1,15,Monday
Central,780063,1,15,Monday
West,528608,1,11,Monday
West,204220,3,11,Monday
West,130969,2,11,Monday
East,370119,2,9,Sunday
East,149774,1,9,Sunday
North,103736,3,0,Thursday
North,254410,3,0,Thursday
South,556364,1,16,Tuesday
North,632686,4,2,Monday
North,391708,1,15,Tuesday
West,149774,2,10,Tuesday
West,462550,3,10,Tuesday
West,122121,2,18,Sunday
Central,422552,3,21,Friday
Central,588836,2,21,Friday
Central,457848,3,21,Friday
West,489295,2,9,Wednesday
East,713622,2,0,Saturday
East,431976,2,0,Saturday
East,821570,1,0,Saturday
South,158033,1,1,Wednesday
South,447288,4,1,Wednesday
South,657152,4,1,Wednesday
South,152243,1,13,Tuesday
Central,695926,2,9,Saturday
Central,511087,5,9,Saturday
East,115684,4,14,Tuesday
East,981997,3,14,Tuesday
North,957598,1,22,Friday
North,966126,1,22,Friday
North,176656,1,22,Friday
East,846554,2,4,Sunday
East,695926,1,4,Sunday
East,489295,2,4,Sunday
South,587281,4,4,Tuesday
South,236141,2,4,Tuesday
South,167392,1,4,Tuesday
West,542696,1,23,Tuesday
West,422552,2,23,Tuesday
West,149774,4,23,Tuesday
West,201111,4,20,Sunday
West,204220,1,20,Sunday
West,616207,5,20,Sunday
East,297266,1,6,Tuesday
South,657579,2,1,Tuesday
South,523098,2,1,Tuesday
South,932387,2,1,Tuesday
South,513418,1,3,Saturday
South,263679,3,3,Saturday
South,526783,2,3,Saturday
East,616207,3,6,Thursday
West,625107,3,15,Wednesday
West,167392,1,15,Wednesday
West,891289,3,15,Wednesday
West,995677,1,23,Wednesday
West,120672,2,23,Wednesday
